,AA,DL,year, month,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
34644,0,1,2015,12,2915.0,476.0,157.92,24.05,133.13,0.79,160.11,4.0,1.0,27188.0,11032.0,2772.0,4321.0,50.0,9013.0
34654,0,1,2004,4,291.0,58.0,15.47,0.16,27.19,0.0,15.19,5.0,0.0,2050.0,673.0,3.0,892.0,0.0,482.0
34658,0,1,2004,9,291.0,49.0,17.52,1.01,12.56,0.0,17.92,10.0,0.0,2809.0,774.0,61.0,350.0,0.0,1624.0
34669,0,1,2007,3,291.0,42.0,18.15,0.0,13.70,0.0,10.15,8.0,0.0,1892.0,847.0,0.0,463.0,0.0,582.0
34681,0,1,2009,11,291.0,19.0,7.97,0.0,7.05,0.0,3.99,2.0,2.0,1062.0,691.0,0.0,226.0,0.0,145.0
34707,0,1,2012,8,2909.0,278.0,111.10,8.02,57.36,0.0,101.52,9.0,1.0,16521.0,8195.0,604.0,2481.0,0.0,5241.0
34724,0,1,2005,4,290.0,52.0,15.75,1.49,23.28,0.0,11.47,16.0,0.0,2769.0,850.0,100.0,835.0,0.0,984.0
34726,0,1,2005,10,290.0,47.0,13.69,0.16,18.36,0.0,14.79,7.0,0.0,1992.0,588.0,6.0,606.0,0.0,792.0
34732,0,1,2006,9,290.0,67.0,21.56,0.63,23.67,0.0,21.15,8.0,0.0,2675.0,904.0,64.0,735.0,0.0,972.0
34760,0,1,2015,2,290.0,45.0,20.98,4.7,11.49,0.0,7.83,0.0,0.0,2575.0,1319.0,475.0,378.0,0.0,403.0
34935,0,1,2015,5,2896.0,262.0,97.47,9.11,65.23,0.0,90.20,0.0,1.0,15110.0,5721.0,1055.0,2564.0,0.0,5770.0
34939,0,1,2014,3,2893.0,316.0,114.29,9.02,87.86,0.0,104.83,7.0,2.0,16198.0,7073.0,1056.0,3001.0,0.0,5068.0
34944,0,1,2015,11,2891.0,266.0,94.92,7.6,83.86,0.49,79.12,1.0,1.0,14025.0,7336.0,663.0,2360.0,36.0,3630.0
34945,0,1,2016,10,2891.0,476.0,96.10,1.36,288.62,0.0,89.92,6.0,3.0,20610.0,5253.0,69.0,9288.0,0.0,6000.0
34962,0,1,2008,12,289.0,111.0,35.88,2.01,42.32,0.0,30.78,2.0,0.0,4048.0,1112.0,81.0,1448.0,0.0,1407.0
34963,0,1,2008,12,289.0,94.0,28.67,1.24,51.98,0.0,12.10,2.0,8.0,4144.0,1261.0,220.0,1943.0,0.0,720.0
34965,0,1,2009,1,289.0,50.0,15.45,2.09,19.77,0.0,12.69,1.0,0.0,1726.0,706.0,80.0,496.0,0.0,444.0
34973,0,1,2011,5,289.0,55.0,16.56,2.14,23.22,0.0,13.08,1.0,0.0,2463.0,848.0,108.0,880.0,0.0,627.0
35004,0,1,2004,11,288.0,90.0,22.05,1.53,42.66,0.0,23.76,2.0,3.0,4548.0,1161.0,131.0,1774.0,0.0,1482.0
35014,0,1,2007,7,288.0,87.0,40.32,0.57,30.41,0.0,15.70,6.0,0.0,4853.0,2374.0,44.0,1535.0,0.0,900.0
35035,0,1,2010,4,288.0,49.0,18.51,0.77,15.04,0.0,14.68,1.0,0.0,2482.0,941.0,42.0,670.0,0.0,829.0
35053,0,1,2004,6,2877.0,657.0,163.54,13.12,389.60,1.0,89.73,10.0,8.0,26765.0,8496.0,535.0,12619.0,48.0,5067.0
35058,0,1,2017,6,2873.0,463.0,142.18,15.05,212.14,0.0,93.63,1.0,6.0,26268.0,11929.0,1159.0,7665.0,0.0,5515.0
35061,0,1,2010,8,2871.0,472.0,207.81,6.82,132.47,0.0,124.91,32.0,5.0,24422.0,12446.0,467.0,4424.0,0.0,7085.0
35081,0,1,2007,2,287.0,46.0,17.86,2.73,14.02,0.0,11.39,11.0,0.0,1532.0,649.0,96.0,347.0,0.0,440.0
35083,0,1,2007,5,287.0,33.0,7.57,1.98,12.44,0.0,11.01,0.0,1.0,1480.0,411.0,71.0,534.0,0.0,464.0
35084,0,1,2007,8,287.0,94.0,26.80,1.89,39.89,0.0,25.42,2.0,0.0,5517.0,1703.0,163.0,2163.0,0.0,1488.0
35111,0,1,2004,5,2867.0,405.0,97.79,12.54,238.43,1.0,55.24,19.0,4.0,19030.0,6364.0,963.0,8261.0,58.0,3384.0
35114,0,1,2015,4,2866.0,302.0,107.57,10.97,82.39,0.0,101.06,1.0,4.0,18812.0,9275.0,599.0,2908.0,0.0,6030.0
35137,0,1,2008,2,286.0,82.0,13.82,0.16,54.32,0.0,13.70,20.0,0.0,5001.0,866.0,33.0,3198.0,0.0,904.0
35139,0,1,2008,10,286.0,53.0,18.27,1.17,24.23,0.0,9.34,1.0,1.0,2194.0,770.0,41.0,657.0,0.0,726.0
35158,0,1,2015,4,286.0,38.0,16.99,1.29,9.11,0.0,10.61,0.0,2.0,2205.0,739.0,81.0,474.0,0.0,911.0
35164,0,1,2016,8,286.0,68.0,21.29,3.06,31.39,0.0,12.26,6.0,1.0,6324.0,3012.0,181.0,1606.0,0.0,1525.0
35183,0,1,2004,9,285.0,39.0,7.64,1.8,23.39,0.0,6.17,2.0,0.0,1716.0,554.0,308.0,597.0,0.0,257.0
35190,0,1,2007,10,285.0,51.0,15.42,0.0,18.88,0.0,16.70,0.0,1.0,2022.0,695.0,0.0,551.0,0.0,776.0
35203,0,1,2009,9,285.0,45.0,13.04,1.53,24.36,0.0,6.07,0.0,0.0,2022.0,734.0,61.0,848.0,0.0,379.0
35218,0,1,2007,8,2849.0,560.0,167.34,9.8,209.56,0.31,173.00,19.0,5.0,32130.0,13031.0,617.0,7441.0,50.0,10991.0
35223,0,1,2010,7,2847.0,614.0,254.67,11.01,157.44,0.0,190.88,46.0,0.0,36912.0,16485.0,674.0,5601.0,0.0,14152.0
35224,0,1,2011,7,2846.0,313.0,119.92,14.48,45.37,1.52,131.71,24.0,2.0,19882.0,8196.0,819.0,1623.0,75.0,9169.0
35228,0,1,2016,1,2845.0,289.0,89.43,21.48,68.38,0.0,109.71,17.0,2.0,17293.0,6792.0,1756.0,2344.0,0.0,6401.0
35243,0,1,2007,5,284.0,83.0,13.34,1.85,65.41,0.0,2.40,3.0,1.0,4257.0,572.0,101.0,3511.0,0.0,73.0
35269,0,1,2014,5,2839.0,260.0,95.58,8.5,66.99,0.0,88.94,7.0,0.0,15781.0,7531.0,937.0,2792.0,0.0,4521.0
35275,0,1,2016,9,2836.0,439.0,102.50,7.79,250.50,0.71,77.50,0.0,3.0,21877.0,8088.0,1164.0,7440.0,20.0,5165.0
35308,0,1,2008,9,283.0,48.0,14.83,0.16,25.11,0.0,7.90,3.0,0.0,1736.0,680.0,14.0,704.0,0.0,338.0
35312,0,1,2009,4,283.0,60.0,19.42,0.67,25.36,0.0,14.55,1.0,0.0,3563.0,1362.0,229.0,1030.0,0.0,942.0
35318,0,1,2010,2,283.0,69.0,26.06,1.79,25.45,0.0,15.69,10.0,0.0,3138.0,1259.0,115.0,988.0,0.0,776.0
35333,0,1,2016,7,283.0,67.0,21.97,7.6,20.20,0.0,17.23,0.0,3.0,4949.0,1401.0,892.0,1276.0,0.0,1380.0
35335,0,1,2017,1,283.0,80.0,25.54,5.27,28.72,0.0,20.47,1.0,0.0,6225.0,2974.0,588.0,1095.0,0.0,1568.0
35338,0,1,2017,7,283.0,36.0,24.69,0.0,8.92,0.0,2.39,0.0,0.0,2302.0,1987.0,0.0,197.0,0.0,118.0
35340,0,1,2016,7,2829.0,759.0,141.67,17.59,418.90,0.0,180.84,32.0,32.0,82619.0,14803.0,2784.0,46210.0,0.0,18822.0
35344,0,1,2011,8,2824.0,270.0,114.23,8.94,54.58,0.0,92.25,25.0,1.0,16884.0,8011.0,651.0,2632.0,0.0,5590.0
35347,0,1,2007,7,2821.0,682.0,210.38,7.57,248.79,1.0,214.25,20.0,3.0,36786.0,13919.0,565.0,9644.0,100.0,12558.0
35348,0,1,2004,10,2820.0,311.0,89.82,2.61,174.61,0.0,43.95,12.0,0.0,10516.0,3995.0,99.0,4401.0,0.0,2021.0
35350,0,1,2012,7,2820.0,313.0,125.22,9.0,69.00,0.0,109.78,13.0,4.0,21346.0,9951.0,533.0,2429.0,0.0,8433.0
35351,0,1,2004,2,282.0,93.0,19.18,1.64,31.99,0.0,40.19,15.0,0.0,3903.0,784.0,65.0,986.0,0.0,2068.0
35371,0,1,2009,8,282.0,60.0,17.78,0.02,27.13,0.0,15.07,1.0,1.0,3404.0,851.0,1.0,1735.0,0.0,817.0
35388,0,1,2016,1,282.0,100.0,29.32,1.06,58.66,0.0,10.96,0.0,0.0,5064.0,2247.0,109.0,1986.0,0.0,722.0
35400,0,1,2009,7,2812.0,501.0,133.00,7.93,240.39,1.0,118.68,12.0,3.0,23884.0,8911.0,654.0,6939.0,22.0,7358.0
35416,0,1,2005,12,281.0,84.0,32.96,1.24,33.01,0.0,16.79,4.0,1.0,3374.0,1539.0,72.0,974.0,0.0,789.0
35420,0,1,2007,1,281.0,43.0,16.06,1.75,15.28,0.0,9.92,9.0,0.0,1760.0,798.0,62.0,464.0,0.0,436.0
35456,0,1,2016,8,2808.0,770.0,212.93,10.12,352.99,0.0,193.96,35.0,14.0,76308.0,28348.0,803.0,26479.0,0.0,20678.0
35481,0,1,2005,9,280.0,32.0,14.54,0.0,11.89,0.0,5.57,18.0,0.0,1223.0,648.0,0.0,378.0,0.0,197.0
35507,0,1,2013,2,280.0,38.0,12.65,4.92,12.45,0.0,7.98,1.0,0.0,1902.0,796.0,370.0,436.0,0.0,300.0
35713,0,1,2013,10,2794.0,162.0,64.95,1.0,55.13,0.0,40.92,0.0,1.0,8273.0,5252.0,70.0,1297.0,0.0,1654.0
35721,0,1,2016,2,2791.0,276.0,93.91,21.88,61.56,1.0,97.64,1.0,5.0,18904.0,7462.0,1459.0,2380.0,33.0,7570.0
35724,0,1,2004,1,279.0,86.0,19.75,1.08,42.38,0.0,22.79,5.0,0.0,3625.0,910.0,32.0,1383.0,0.0,1300.0
35727,0,1,2004,3,279.0,68.0,19.35,0.73,30.86,0.0,17.06,0.0,0.0,2456.0,886.0,16.0,854.0,0.0,700.0
35735,0,1,2004,5,279.0,87.0,25.43,2.38,38.48,0.0,20.71,11.0,3.0,4799.0,1681.0,164.0,1591.0,0.0,1363.0
35751,0,1,2005,10,279.0,50.0,11.52,0.0,30.98,0.0,7.50,41.0,0.0,1619.0,437.0,0.0,896.0,0.0,286.0
35754,0,1,2006,1,279.0,60.0,12.14,1.03,32.06,0.0,14.76,2.0,0.0,2182.0,566.0,50.0,842.0,0.0,724.0
35793,0,1,2010,3,279.0,48.0,16.56,0.0,23.35,0.0,8.09,1.0,1.0,2474.0,1059.0,0.0,664.0,0.0,751.0
35818,0,1,2013,1,279.0,49.0,7.89,2.02,33.57,0.0,5.53,7.0,0.0,3049.0,308.0,344.0,2065.0,0.0,332.0
35846,0,1,2006,3,2787.0,585.0,128.53,14.04,261.83,0.98,179.61,19.0,11.0,26886.0,7207.0,866.0,8119.0,57.0,10637.0
35896,0,1,2010,5,278.0,77.0,36.57,3.97,20.01,0.0,16.45,4.0,0.0,4691.0,2204.0,636.0,746.0,0.0,1105.0
35917,0,1,2004,4,2777.0,297.0,48.82,2.1,213.41,1.0,31.68,12.0,1.0,10590.0,3029.0,96.0,5644.0,31.0,1790.0
35981,0,1,2017,9,277.0,22.0,8.89,1.81,4.60,0.0,6.70,3.0,0.0,1262.0,359.0,468.0,155.0,0.0,280.0
36006,0,1,2005,2,276.0,47.0,10.54,1.21,15.17,0.0,20.09,12.0,0.0,2156.0,517.0,144.0,572.0,0.0,923.0
36007,0,1,2005,2,276.0,65.0,10.38,1.36,34.60,0.0,18.66,2.0,0.0,2649.0,663.0,34.0,1051.0,0.0,901.0
36008,0,1,2005,2,276.0,78.0,11.09,0.91,55.88,0.0,10.12,1.0,8.0,3004.0,805.0,60.0,1614.0,0.0,525.0
36012,0,1,2005,11,276.0,60.0,16.69,0.15,24.27,0.0,18.89,1.0,1.0,2810.0,769.0,4.0,632.0,0.0,1405.0
36018,0,1,2007,2,276.0,54.0,20.99,1.06,15.91,0.0,16.04,3.0,0.0,2063.0,790.0,75.0,425.0,0.0,773.0
36032,0,1,2009,12,276.0,59.0,14.49,0.85,33.20,1.43,9.03,3.0,2.0,2304.0,870.0,43.0,1028.0,36.0,327.0
36033,0,1,2010,8,276.0,55.0,20.31,1.03,14.19,0.0,19.47,0.0,1.0,2253.0,785.0,57.0,363.0,0.0,1048.0
36051,0,1,2017,10,276.0,25.0,11.29,1.56,5.22,0.0,6.92,0.0,0.0,871.0,408.0,60.0,165.0,0.0,238.0
36058,0,1,2004,9,2757.0,284.0,80.58,6.39,153.59,0.0,43.44,30.0,1.0,11257.0,4264.0,263.0,4654.0,0.0,2076.0
36064,0,1,2017,12,2753.0,355.0,128.69,31.17,126.44,0.0,68.70,19.0,7.0,22582.0,10274.0,2889.0,5239.0,0.0,4180.0
36067,0,1,2004,2,2750.0,417.0,93.05,13.01,222.81,0.78,87.35,18.0,2.0,16334.0,5212.0,657.0,6071.0,47.0,4347.0
36068,0,1,2009,8,2750.0,387.0,116.68,5.49,167.83,0.0,97.00,15.0,6.0,19859.0,8149.0,343.0,5175.0,0.0,6192.0
36072,0,1,2004,8,275.0,66.0,15.87,3.73,30.89,0.0,15.51,0.0,0.0,2535.0,558.0,211.0,991.0,0.0,775.0
36073,0,1,2004,10,275.0,26.0,7.50,0.44,10.88,0.0,7.17,0.0,0.0,1100.0,419.0,13.0,388.0,0.0,280.0
36074,0,1,2005,3,275.0,64.0,18.64,0.46,24.25,0.0,20.65,4.0,0.0,4482.0,1481.0,34.0,1027.0,0.0,1940.0
36075,0,1,2005,3,275.0,56.0,18.71,2.57,20.60,0.0,14.11,1.0,0.0,2838.0,869.0,349.0,796.0,0.0,824.0
36081,0,1,2005,11,275.0,56.0,16.23,1.01,31.31,0.0,7.46,0.0,0.0,2334.0,877.0,63.0,899.0,0.0,495.0
36094,0,1,2009,1,275.0,49.0,13.61,1.72,24.81,0.0,8.85,0.0,4.0,2636.0,942.0,125.0,1026.0,0.0,543.0
36103,0,1,2009,7,275.0,58.0,22.14,0.89,18.50,0.0,16.48,1.0,0.0,2616.0,936.0,85.0,555.0,0.0,1040.0
36131,0,1,2015,7,275.0,49.0,20.05,2.0,12.07,0.0,14.88,0.0,1.0,2666.0,1336.0,65.0,299.0,0.0,966.0
36143,0,1,2017,5,2743.0,1065.0,150.01,9.34,743.48,2.25,159.92,2.0,6.0,59133.0,15101.0,873.0,32209.0,227.0,10723.0
36150,0,1,2017,10,2740.0,288.0,106.52,5.06,105.54,2.0,68.87,1.0,7.0,19597.0,9215.0,180.0,4295.0,138.0,5769.0
36158,0,1,2005,1,274.0,72.0,20.06,1.22,29.95,0.0,20.77,12.0,0.0,3078.0,1019.0,80.0,976.0,0.0,1003.0
36234,0,1,2010,12,2737.0,855.0,245.35,20.92,310.32,0.52,277.87,64.0,2.0,41759.0,14514.0,1197.0,10724.0,32.0,15292.0
36239,0,1,2013,9,2735.0,195.0,70.03,3.26,65.68,0.0,56.03,0.0,0.0,10397.0,4288.0,203.0,2188.0,0.0,3718.0
36244,0,1,2014,12,2730.0,268.0,104.76,7.69,73.86,0.0,81.70,0.0,2.0,13534.0,6972.0,599.0,2081.0,0.0,3882.0
36250,0,1,2005,11,273.0,41.0,11.23,0.03,10.52,0.0,19.21,3.0,1.0,2152.0,517.0,1.0,327.0,0.0,1307.0
36268,0,1,2010,1,273.0,195.0,30.42,0.3,158.21,0.0,6.07,3.0,0.0,8708.0,2250.0,19.0,5782.0,0.0,657.0
36308,0,1,2016,12,2724.0,917.0,178.62,33.23,566.22,0.0,138.93,12.0,11.0,53322.0,11725.0,3231.0,27422.0,0.0,10944.0
36315,0,1,2015,8,2721.0,544.0,124.32,14.42,239.66,0.43,165.18,3.0,1.0,27579.0,8481.0,921.0,8632.0,38.0,9507.0
36318,0,1,2014,4,2720.0,240.0,87.07,10.0,63.94,0.0,78.99,2.0,2.0,12692.0,5619.0,683.0,2233.0,0.0,4157.0
36320,0,1,2004,7,272.0,70.0,21.46,2.62,32.43,1.0,12.48,1.0,0.0,2538.0,939.0,149.0,850.0,19.0,581.0
36338,0,1,2008,11,272.0,95.0,18.37,0.29,57.94,0.0,18.41,0.0,0.0,4223.0,1234.0,9.0,1929.0,0.0,1051.0
36340,0,1,2009,2,272.0,65.0,10.15,0.98,45.91,0.0,7.96,1.0,0.0,2155.0,390.0,88.0,1357.0,0.0,320.0
36353,0,1,2013,7,272.0,76.0,30.03,3.01,14.76,0.0,28.19,0.0,1.0,4526.0,2069.0,141.0,467.0,0.0,1849.0
36357,0,1,2016,3,272.0,69.0,16.44,1.0,43.69,0.0,7.87,0.0,1.0,3676.0,1781.0,15.0,1346.0,0.0,534.0
36367,0,1,2006,8,2716.0,351.0,113.72,7.66,136.66,6.87,86.09,8.0,4.0,16661.0,6386.0,448.0,4301.0,491.0,5035.0
36370,0,1,2010,10,2715.0,420.0,137.96,11.06,149.70,0.0,121.28,15.0,1.0,19971.0,7734.0,955.0,4402.0,0.0,6880.0
36378,0,1,2006,1,2712.0,445.0,124.99,9.75,192.25,0.0,118.01,17.0,1.0,19074.0,7792.0,640.0,5381.0,0.0,5261.0
36382,0,1,2004,11,2711.0,319.0,89.85,5.2,156.56,0.0,67.39,13.0,2.0,13607.0,5519.0,330.0,4043.0,0.0,3715.0
36401,0,1,2005,5,271.0,63.0,17.70,1.14,33.84,0.0,10.33,0.0,0.0,2358.0,860.0,86.0,895.0,0.0,517.0
36411,0,1,2008,8,271.0,59.0,19.48,0.45,27.76,0.0,11.30,0.0,3.0,3679.0,1157.0,146.0,1348.0,0.0,1028.0
36413,0,1,2008,11,271.0,58.0,18.58,1.71,22.89,0.0,14.82,5.0,0.0,2602.0,929.0,57.0,685.0,0.0,931.0
36432,0,1,2011,8,271.0,46.0,19.24,1.33,16.42,0.0,9.01,3.0,0.0,2433.0,911.0,141.0,802.0,0.0,579.0
36443,0,1,2017,7,271.0,59.0,26.70,5.53,10.20,0.0,16.57,0.0,2.0,3242.0,1441.0,228.0,341.0,0.0,1232.0
36459,0,1,2017,4,2703.0,914.0,169.04,40.79,559.34,0.98,143.85,43.0,0.0,62438.0,18451.0,7355.0,22612.0,54.0,13966.0
36463,0,1,2004,4,270.0,91.0,17.57,0.94,59.39,0.0,13.10,2.0,0.0,3298.0,850.0,161.0,1684.0,0.0,603.0
36468,0,1,2004,6,270.0,122.0,20.88,3.56,66.49,0.0,31.08,3.0,2.0,7912.0,1308.0,348.0,3348.0,0.0,2908.0
36469,0,1,2004,6,270.0,94.0,26.31,0.27,46.90,0.0,20.51,0.0,2.0,3865.0,878.0,29.0,1357.0,0.0,1601.0
36480,0,1,2005,6,270.0,76.0,34.39,0.29,19.55,0.0,21.77,0.0,0.0,3862.0,1896.0,18.0,631.0,0.0,1317.0
36484,0,1,2005,10,270.0,43.0,10.18,0.19,13.91,0.0,18.73,8.0,4.0,1482.0,385.0,12.0,350.0,0.0,735.0
36489,0,1,2007,2,270.0,63.0,18.12,2.78,32.76,0.0,9.34,1.0,0.0,2922.0,884.0,153.0,1309.0,0.0,576.0
36495,0,1,2008,3,270.0,68.0,22.52,2.23,23.05,0.0,20.20,4.0,1.0,3400.0,1227.0,181.0,986.0,0.0,1006.0
36498,0,1,2008,9,270.0,45.0,10.65,1.43,26.81,0.0,6.11,2.0,0.0,1656.0,635.0,103.0,705.0,0.0,213.0
36549,0,1,2017,8,270.0,37.0,11.47,3.67,9.96,0.0,11.90,0.0,0.0,1809.0,523.0,132.0,526.0,0.0,628.0
36693,0,1,2006,7,2694.0,388.0,137.82,4.07,129.88,0.0,116.23,33.0,6.0,18518.0,7667.0,236.0,4501.0,0.0,6114.0
36695,0,1,2013,3,2693.0,291.0,96.31,13.42,94.43,1.0,85.84,9.0,3.0,16843.0,6726.0,1905.0,2855.0,81.0,5276.0
36705,0,1,2005,5,269.0,39.0,7.01,0.41,25.69,0.0,5.89,10.0,0.0,1743.0,496.0,41.0,901.0,0.0,305.0
36707,0,1,2005,9,269.0,43.0,24.69,0.0,11.20,0.0,7.11,24.0,0.0,1769.0,1260.0,0.0,304.0,0.0,205.0
36716,0,1,2007,2,269.0,63.0,16.22,2.21,36.28,0.0,8.30,10.0,1.0,2691.0,713.0,104.0,1520.0,0.0,354.0
36721,0,1,2007,11,269.0,30.0,12.96,0.0,10.51,0.0,6.53,0.0,1.0,1018.0,558.0,0.0,267.0,0.0,193.0
36726,0,1,2009,2,269.0,37.0,10.63,2.01,11.13,0.0,13.23,1.0,0.0,1413.0,526.0,86.0,359.0,0.0,442.0
36753,0,1,2017,3,269.0,25.0,7.89,2.0,7.13,0.0,7.98,0.0,0.0,1233.0,220.0,118.0,285.0,0.0,610.0
36754,0,1,2017,5,269.0,40.0,22.17,0.88,12.27,0.0,4.69,0.0,1.0,2285.0,1626.0,64.0,442.0,0.0,153.0
36777,0,1,2007,6,2680.0,599.0,175.73,7.97,255.71,2.0,157.59,19.0,4.0,34389.0,11927.0,816.0,13106.0,103.0,8437.0
36779,0,1,2014,11,2680.0,354.0,126.21,9.15,101.23,0.0,117.41,0.0,1.0,19566.0,9984.0,381.0,2980.0,0.0,6221.0
36780,0,1,2015,1,2680.0,270.0,103.53,21.39,66.45,0.0,78.64,12.0,1.0,14991.0,6701.0,1628.0,2276.0,0.0,4386.0
36812,0,1,2010,8,268.0,56.0,22.03,1.13,19.12,0.0,13.72,9.0,2.0,4147.0,1390.0,68.0,1715.0,0.0,974.0
36818,0,1,2011,10,268.0,26.0,10.20,1.31,10.24,0.0,4.25,0.0,0.0,819.0,402.0,51.0,255.0,0.0,111.0
36829,0,1,2017,6,268.0,19.0,13.12,1.0,3.80,0.0,1.09,0.0,0.0,1128.0,965.0,42.0,72.0,0.0,49.0
36835,0,1,2011,6,2676.0,360.0,135.35,17.08,87.41,0.0,120.16,7.0,3.0,17639.0,6872.0,1058.0,3294.0,0.0,6415.0
36846,0,1,2017,3,2673.0,887.0,136.33,16.52,616.35,1.0,116.81,7.0,3.0,44455.0,9277.0,1498.0,22940.0,47.0,10693.0
36861,0,1,2006,2,267.0,32.0,7.83,1.27,3.60,0.0,19.30,12.0,1.0,1149.0,305.0,32.0,110.0,0.0,702.0
36883,0,1,2010,5,267.0,55.0,22.53,0.0,18.29,0.0,14.18,2.0,1.0,2441.0,921.0,0.0,404.0,0.0,1116.0
36906,0,1,2015,5,267.0,57.0,16.25,2.88,28.97,0.0,8.91,1.0,4.0,3073.0,944.0,204.0,1202.0,0.0,723.0
36910,0,1,2017,6,267.0,60.0,21.61,2.36,21.07,0.0,14.95,0.0,0.0,3327.0,988.0,127.0,1089.0,0.0,1123.0
36914,0,1,2016,3,2668.0,334.0,93.01,8.48,124.62,1.0,106.88,1.0,3.0,22582.0,7861.0,988.0,6491.0,41.0,7201.0
36915,0,1,2017,5,2668.0,1009.0,136.57,6.42,688.34,0.0,177.68,18.0,5.0,110849.0,17481.0,451.0,73980.0,0.0,18937.0
36928,0,1,2015,7,2660.0,643.0,127.85,18.71,311.05,1.0,184.40,4.0,7.0,36317.0,10202.0,1105.0,13253.0,33.0,11724.0
36938,0,1,2005,8,266.0,62.0,17.36,1.25,24.93,0.0,18.46,14.0,0.0,3402.0,1034.0,61.0,877.0,0.0,1430.0
36943,0,1,2007,5,266.0,34.0,10.56,1.0,13.12,0.0,9.32,0.0,1.0,1540.0,537.0,55.0,364.0,0.0,584.0
36994,0,1,2013,5,2657.0,205.0,56.27,3.85,74.73,0.0,70.16,1.0,1.0,10371.0,4045.0,365.0,2306.0,0.0,3655.0
36996,0,1,2016,6,2657.0,609.0,125.11,22.92,312.40,0.78,147.79,0.0,7.0,43639.0,12190.0,1951.0,18633.0,14.0,10851.0
37007,0,1,2010,6,2651.0,557.0,241.25,10.54,160.82,0.0,144.39,35.0,1.0,25620.0,11000.0,847.0,5107.0,0.0,8666.0
37019,0,1,2005,9,265.0,50.0,13.25,0.0,24.27,0.0,12.48,18.0,2.0,1937.0,645.0,0.0,630.0,0.0,662.0
37027,0,1,2007,10,265.0,34.0,11.98,0.19,13.37,0.0,8.45,2.0,0.0,1503.0,442.0,7.0,561.0,0.0,493.0
37060,0,1,2017,4,265.0,70.0,21.99,1.22,28.55,0.0,18.24,0.0,1.0,4065.0,1494.0,50.0,1427.0,0.0,1094.0
37069,0,1,2015,10,2647.0,246.0,80.99,3.46,82.80,0.0,78.74,1.0,2.0,15832.0,8090.0,204.0,2670.0,0.0,4868.0
37075,0,1,2017,3,2643.0,592.0,91.40,19.03,362.84,0.0,118.74,75.0,8.0,50984.0,6962.0,2299.0,31117.0,0.0,10606.0
37076,0,1,2017,8,2642.0,555.0,126.10,12.18,301.43,1.0,114.29,9.0,24.0,45127.0,13954.0,995.0,20304.0,15.0,9859.0
37087,0,1,2004,11,264.0,34.0,13.04,1.07,9.97,0.0,9.92,0.0,0.0,1718.0,807.0,19.0,335.0,0.0,557.0
37094,0,1,2007,4,264.0,37.0,15.21,0.0,13.58,0.0,8.21,2.0,0.0,1873.0,749.0,0.0,608.0,0.0,516.0
37103,0,1,2008,5,264.0,32.0,13.83,0.13,12.82,0.0,5.22,0.0,0.0,1335.0,602.0,35.0,557.0,0.0,141.0
37145,0,1,2015,10,264.0,13.0,8.62,0.17,3.31,0.0,0.91,0.0,0.0,660.0,409.0,18.0,204.0,0.0,29.0
37152,0,1,2017,9,2639.0,256.0,86.30,8.24,120.84,0.0,40.63,14.0,1.0,14024.0,6845.0,590.0,3535.0,0.0,3054.0
37156,0,1,2012,6,2636.0,249.0,98.94,5.92,54.82,0.0,89.32,5.0,9.0,16007.0,6941.0,492.0,2116.0,0.0,6458.0
37159,0,1,2005,12,2633.0,522.0,132.35,8.21,248.31,2.0,131.13,11.0,5.0,20780.0,7167.0,426.0,6914.0,85.0,6188.0
37167,0,1,2015,11,2630.0,438.0,124.03,9.5,180.89,1.93,121.65,2.0,3.0,22735.0,8725.0,548.0,5241.0,63.0,8158.0
37171,0,1,2004,9,263.0,49.0,27.53,1.47,14.31,0.0,5.68,2.0,0.0,2273.0,1492.0,37.0,484.0,0.0,260.0
37182,0,1,2008,4,263.0,58.0,13.87,0.65,23.90,0.0,19.59,1.0,0.0,2790.0,749.0,75.0,986.0,0.0,980.0
37183,0,1,2008,10,263.0,85.0,14.60,1.08,51.82,0.0,17.50,3.0,0.0,2861.0,527.0,34.0,1283.0,0.0,1017.0
37186,0,1,2008,12,263.0,72.0,20.69,1.88,22.37,0.0,27.07,6.0,0.0,3165.0,921.0,104.0,847.0,0.0,1293.0
37217,0,1,2015,1,263.0,55.0,7.59,1.0,39.19,0.0,7.22,0.0,0.0,2398.0,727.0,24.0,1137.0,0.0,510.0
37218,0,1,2015,3,263.0,77.0,15.37,0.87,52.44,0.0,8.33,0.0,0.0,3250.0,1303.0,13.0,1651.0,0.0,283.0
37221,0,1,2017,8,263.0,22.0,12.58,0.0,6.63,0.0,2.79,0.0,0.0,1467.0,1194.0,0.0,168.0,0.0,105.0
37223,0,1,2009,6,2629.0,549.0,127.79,8.69,292.35,1.0,119.17,8.0,6.0,28072.0,9257.0,898.0,9847.0,28.0,8042.0
37225,0,1,2015,8,2629.0,468.0,119.74,20.81,209.06,1.0,117.38,2.0,5.0,31808.0,9792.0,1204.0,11528.0,21.0,9263.0
37229,0,1,2016,11,2627.0,409.0,92.84,7.61,244.97,0.0,63.59,0.0,3.0,17112.0,5942.0,573.0,7403.0,0.0,3194.0
