,AA,DL,year, month,arr_flights,arr_del15,carrier_ct, weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
37230,0,1,2017,7,2627.0,683.0,124.37,21.22,423.83,1.0,112.58,5.0,17.0,57239.0,11824.0,1787.0,34256.0,205.0,9167.0
37237,0,1,2016,1,2623.0,577.0,118.37,19.98,290.48,0.0,148.17,22.0,1.0,33960.0,8569.0,2144.0,10646.0,0.0,12601.0
37249,0,1,2005,7,262.0,93.0,25.06,3.96,32.82,0.0,31.15,23.0,1.0,6212.0,1621.0,530.0,1541.0,0.0,2520.0
37251,0,1,2005,9,262.0,39.0,13.54,0.0,15.40,0.0,10.06,0.0,0.0,1439.0,603.0,0.0,360.0,0.0,476.0
37257,0,1,2008,1,262.0,39.0,14.30,0.36,10.91,0.0,13.43,8.0,0.0,1844.0,691.0,36.0,352.0,0.0,765.0
37258,0,1,2008,1,262.0,35.0,15.20,1.13,12.03,0.0,6.64,8.0,0.0,1368.0,623.0,160.0,418.0,0.0,167.0
37273,0,1,2010,7,262.0,65.0,23.70,1.52,27.22,0.0,12.57,11.0,1.0,3584.0,1211.0,118.0,1299.0,0.0,956.0
37275,0,1,2011,1,262.0,91.0,21.25,4.16,42.67,0.0,22.91,8.0,1.0,4539.0,1017.0,238.0,1551.0,0.0,1733.0
37287,0,1,2018,1,262.0,30.0,11.29,2.74,4.07,0.0,11.90,2.0,0.0,2124.0,884.0,502.0,206.0,0.0,532.0
37292,0,1,2006,6,2616.0,505.0,175.12,11.8,178.95,2.0,137.13,46.0,2.0,26643.0,11281.0,809.0,6121.0,63.0,8369.0
37293,0,1,2007,9,2616.0,397.0,100.01,5.51,179.53,1.0,110.95,14.0,3.0,17947.0,6258.0,227.0,5750.0,26.0,5686.0
37301,0,1,2012,10,2613.0,213.0,75.40,3.98,76.46,0.0,57.16,28.0,2.0,11068.0,4993.0,516.0,2212.0,0.0,3347.0
37303,0,1,2008,7,2612.0,421.0,139.01,15.23,147.91,0.9,117.94,17.0,4.0,27586.0,10168.0,907.0,7603.0,36.0,8872.0
37311,0,1,2004,2,261.0,111.0,24.83,2.5,49.72,0.0,33.96,6.0,0.0,5029.0,1005.0,100.0,1722.0,0.0,2202.0
37312,0,1,2004,2,261.0,42.0,10.01,1.09,18.52,0.0,12.38,2.0,0.0,1445.0,410.0,66.0,473.0,0.0,496.0
37329,0,1,2007,9,261.0,34.0,8.40,0.92,12.90,0.0,11.78,4.0,0.0,1444.0,296.0,49.0,413.0,0.0,686.0
37334,0,1,2008,6,261.0,120.0,29.31,2.71,58.33,0.0,29.64,1.0,0.0,5509.0,1553.0,322.0,2471.0,0.0,1163.0
37342,0,1,2010,10,261.0,64.0,21.39,1.33,23.91,0.0,17.37,5.0,0.0,2846.0,939.0,216.0,749.0,0.0,942.0
37345,0,1,2011,7,261.0,63.0,22.82,2.45,17.81,0.0,19.92,3.0,0.0,3832.0,1201.0,68.0,1237.0,0.0,1326.0
37358,0,1,2016,4,261.0,31.0,10.11,0.81,15.59,0.0,4.49,0.0,1.0,1471.0,669.0,87.0,535.0,0.0,180.0
37363,0,1,2006,4,2608.0,296.0,89.45,4.02,122.52,1.0,79.01,21.0,3.0,15722.0,7128.0,283.0,3787.0,184.0,4340.0
37377,0,1,2006,5,2601.0,259.0,86.93,7.15,102.86,0.3,61.76,34.0,4.0,11688.0,5337.0,233.0,2753.0,32.0,3333.0
37378,0,1,2015,3,2601.0,749.0,137.61,17.17,415.41,0.0,178.81,101.0,30.0,49776.0,13212.0,3224.0,20605.0,0.0,12735.0
37383,0,1,2017,6,2600.0,634.0,129.07,9.98,338.72,1.69,154.55,9.0,12.0,46513.0,11888.0,807.0,21436.0,80.0,12302.0
37384,0,1,2004,1,260.0,61.0,15.29,0.38,31.03,0.0,14.29,19.0,0.0,2003.0,591.0,22.0,823.0,0.0,567.0
37402,0,1,2006,10,260.0,80.0,28.21,0.81,23.01,0.0,27.97,3.0,0.0,3619.0,1099.0,72.0,635.0,0.0,1813.0
37423,0,1,2011,6,260.0,71.0,22.59,4.45,25.71,0.0,18.25,2.0,0.0,3661.0,1122.0,511.0,1124.0,0.0,904.0
37440,0,1,2015,8,260.0,51.0,19.18,0.97,19.29,0.0,11.55,0.0,0.0,2862.0,1391.0,215.0,496.0,0.0,760.0
37595,0,1,2010,9,2595.0,519.0,134.07,2.71,261.57,0.0,120.65,12.0,2.0,19847.0,6450.0,87.0,7318.0,0.0,5992.0
37604,0,1,2017,11,2591.0,295.0,80.44,9.17,161.91,0.0,43.48,0.0,3.0,14153.0,5938.0,836.0,4824.0,0.0,2555.0
37633,0,1,2007,12,259.0,55.0,17.43,0.86,20.85,0.0,15.86,7.0,0.0,3018.0,850.0,38.0,1077.0,0.0,1053.0
37660,0,1,2014,10,259.0,27.0,11.34,0.32,8.29,0.0,7.05,0.0,0.0,1188.0,499.0,27.0,252.0,0.0,410.0
37661,0,1,2014,11,259.0,32.0,12.16,1.97,14.31,0.0,3.56,0.0,0.0,1151.0,435.0,173.0,430.0,0.0,113.0
37662,0,1,2015,6,259.0,61.0,22.67,0.0,24.83,0.0,13.50,0.0,1.0,3457.0,1622.0,0.0,641.0,0.0,1194.0
37664,0,1,2017,7,259.0,55.0,17.60,2.6,16.50,0.0,18.31,0.0,1.0,4291.0,1045.0,675.0,1390.0,0.0,1181.0
37698,0,1,2005,6,258.0,56.0,12.28,0.86,18.37,0.0,24.49,22.0,0.0,2878.0,740.0,33.0,845.0,0.0,1260.0
37702,0,1,2006,11,258.0,58.0,24.05,0.74,19.72,0.0,13.49,0.0,0.0,2087.0,892.0,33.0,558.0,0.0,604.0
37720,0,1,2010,4,258.0,53.0,19.38,1.0,26.85,0.0,5.77,1.0,0.0,2528.0,1023.0,68.0,886.0,0.0,551.0
37721,0,1,2010,6,258.0,76.0,28.18,1.28,29.47,0.0,17.07,13.0,0.0,4067.0,1587.0,113.0,1452.0,0.0,915.0
37747,0,1,2012,12,2577.0,324.0,101.04,10.01,137.31,0.0,75.64,4.0,2.0,12589.0,4434.0,751.0,3929.0,0.0,3475.0
37750,0,1,2010,11,2576.0,577.0,135.58,7.14,265.21,0.0,169.07,24.0,7.0,26226.0,6971.0,1334.0,8857.0,0.0,9064.0
37759,0,1,2012,9,2571.0,136.0,59.98,1.97,31.71,0.0,42.33,4.0,1.0,9462.0,5347.0,129.0,1047.0,0.0,2939.0
37760,0,1,2015,7,2571.0,491.0,108.46,19.48,246.46,1.0,115.60,3.0,2.0,35209.0,10583.0,1202.0,14899.0,39.0,8486.0
37761,0,1,2016,5,2571.0,343.0,102.50,3.86,139.29,1.0,96.36,0.0,4.0,21873.0,9341.0,336.0,4959.0,25.0,7212.0
37782,0,1,2007,8,257.0,82.0,22.40,2.48,36.37,0.0,20.75,1.0,0.0,4159.0,1265.0,417.0,1247.0,0.0,1230.0
37786,0,1,2008,3,257.0,58.0,16.96,0.61,27.90,0.0,12.53,6.0,0.0,3247.0,1132.0,22.0,1246.0,0.0,847.0
37795,0,1,2010,9,257.0,51.0,22.32,0.08,14.03,0.0,14.57,3.0,0.0,2170.0,997.0,3.0,406.0,0.0,764.0
37805,0,1,2013,6,257.0,55.0,20.92,2.85,11.13,0.0,20.09,0.0,0.0,3692.0,1529.0,280.0,552.0,0.0,1331.0
37811,0,1,2017,2,257.0,87.0,22.03,1.91,49.42,0.0,13.64,1.0,0.0,4323.0,1650.0,190.0,1804.0,0.0,679.0
37812,0,1,2017,7,257.0,50.0,16.21,2.75,21.63,0.0,9.42,0.0,0.0,2608.0,1084.0,127.0,855.0,0.0,542.0
37842,0,1,2008,4,256.0,65.0,14.21,1.12,37.00,0.0,12.68,2.0,1.0,4233.0,1018.0,56.0,2194.0,0.0,965.0
37863,0,1,2015,5,256.0,62.0,23.73,0.81,20.80,0.0,16.67,1.0,1.0,4354.0,2436.0,25.0,493.0,0.0,1400.0
37876,0,1,2007,10,2555.0,289.0,76.30,4.76,112.11,0.0,95.83,20.0,0.0,14675.0,5699.0,342.0,3587.0,0.0,5047.0
37882,0,1,2008,1,2552.0,631.0,132.62,14.66,265.47,1.0,217.24,38.0,15.0,34378.0,9556.0,1267.0,9223.0,48.0,14284.0
37885,0,1,2015,2,2552.0,349.0,120.02,38.97,82.47,0.0,107.54,15.0,1.0,20303.0,6906.0,3794.0,2784.0,0.0,6819.0
37900,0,1,2006,9,255.0,71.0,19.17,1.41,30.18,0.0,20.24,5.0,3.0,2660.0,768.0,36.0,930.0,0.0,926.0
37911,0,1,2007,12,255.0,44.0,16.00,1.08,11.50,0.0,15.43,0.0,1.0,1948.0,713.0,66.0,422.0,0.0,747.0
37935,0,1,2016,5,255.0,41.0,10.98,2.64,18.96,0.0,8.41,1.0,4.0,2665.0,477.0,244.0,1506.0,0.0,438.0
37936,0,1,2017,2,255.0,17.0,8.66,0.0,5.11,0.0,3.23,0.0,0.0,780.0,538.0,0.0,146.0,0.0,96.0
37943,0,1,2013,4,2545.0,227.0,75.50,4.64,84.13,0.0,62.73,2.0,2.0,13988.0,8594.0,356.0,2330.0,0.0,2708.0
37945,0,1,2011,3,2544.0,499.0,146.12,6.36,200.01,0.0,146.51,14.0,2.0,22262.0,7608.0,1004.0,5675.0,0.0,7975.0
37946,0,1,2015,12,2543.0,616.0,175.78,20.93,223.43,0.0,195.86,7.0,7.0,39189.0,13089.0,2055.0,8720.0,0.0,15325.0
37958,0,1,2005,10,254.0,41.0,10.94,0.45,18.75,0.0,10.85,16.0,0.0,1359.0,398.0,15.0,463.0,0.0,483.0
37962,0,1,2007,2,254.0,39.0,14.94,0.58,13.76,0.0,9.73,14.0,0.0,1912.0,523.0,15.0,655.0,0.0,719.0
37985,0,1,2014,12,254.0,57.0,10.23,0.0,36.02,0.0,10.75,0.0,0.0,1872.0,373.0,0.0,1030.0,0.0,469.0
37988,0,1,2015,7,254.0,32.0,9.41,2.15,17.08,0.0,3.37,0.0,0.0,1502.0,474.0,100.0,611.0,0.0,317.0
37989,0,1,2015,8,254.0,31.0,9.74,4.65,9.08,0.0,7.53,0.0,1.0,2083.0,655.0,394.0,428.0,0.0,606.0
37992,0,1,2017,11,254.0,10.0,5.25,0.0,3.34,0.0,1.42,0.0,0.0,331.0,204.0,0.0,75.0,0.0,52.0
37999,0,1,2008,6,2537.0,613.0,140.17,13.39,340.99,0.0,118.44,8.0,3.0,26984.0,7702.0,946.0,12405.0,0.0,5931.0
38001,0,1,2017,4,2537.0,818.0,170.40,26.28,462.93,0.0,158.40,56.0,4.0,76628.0,22775.0,5495.0,33793.0,0.0,14565.0
38031,0,1,2009,1,253.0,50.0,20.85,0.75,18.57,0.0,9.82,4.0,0.0,1655.0,708.0,22.0,513.0,0.0,412.0
38051,0,1,2015,3,253.0,38.0,22.55,0.0,8.82,0.0,6.63,0.0,0.0,1776.0,1146.0,0.0,235.0,0.0,395.0
38052,0,1,2015,6,253.0,46.0,20.22,4.06,11.73,0.0,9.99,0.0,4.0,3200.0,1391.0,360.0,578.0,0.0,871.0
38062,0,1,2016,4,2529.0,318.0,85.36,2.41,152.23,0.0,78.00,2.0,10.0,23659.0,9399.0,126.0,7711.0,0.0,6423.0
38064,0,1,2014,1,2525.0,455.0,147.80,49.97,117.43,0.0,139.80,25.0,5.0,30304.0,12238.0,4328.0,4433.0,0.0,9305.0
38066,0,1,2011,10,2524.0,171.0,70.59,0.0,60.24,0.0,40.17,2.0,2.0,8861.0,4232.0,0.0,1699.0,0.0,2930.0
38075,0,1,2007,5,2521.0,247.0,68.78,7.09,114.64,0.0,56.49,14.0,1.0,13291.0,5604.0,691.0,4042.0,0.0,2954.0
38103,0,1,2008,9,252.0,63.0,11.86,1.18,44.28,0.0,5.67,4.0,0.0,2089.0,574.0,43.0,1287.0,0.0,185.0
38131,0,1,2017,5,252.0,38.0,20.93,1.39,9.22,0.0,6.45,0.0,0.0,2649.0,1929.0,35.0,481.0,0.0,204.0
38139,0,1,2016,2,2518.0,360.0,91.80,13.39,179.51,0.0,75.30,5.0,3.0,20383.0,8441.0,1056.0,5358.0,0.0,5528.0
38172,0,1,2008,5,251.0,37.0,5.98,0.0,29.58,0.0,1.44,2.0,1.0,2343.0,455.0,0.0,1838.0,0.0,50.0
38176,0,1,2008,12,251.0,107.0,22.33,3.18,48.88,0.0,32.61,4.0,2.0,7166.0,1604.0,332.0,2908.0,0.0,2322.0
38197,0,1,2015,4,251.0,29.0,15.72,1.0,5.74,0.0,6.53,0.0,0.0,2812.0,1567.0,41.0,157.0,0.0,1047.0
38207,0,1,2008,8,2508.0,349.0,124.43,7.05,116.04,0.94,100.55,24.0,2.0,20668.0,7826.0,1184.0,4690.0,102.0,6866.0
38210,0,1,2007,12,2507.0,865.0,181.94,12.69,420.97,2.0,247.40,29.0,10.0,41159.0,11307.0,965.0,15021.0,99.0,13767.0
38213,0,1,2012,3,2505.0,250.0,88.11,4.3,75.83,0.0,81.76,2.0,3.0,11239.0,4543.0,293.0,2090.0,0.0,4313.0
38216,0,1,2011,12,2504.0,220.0,74.82,2.71,68.68,0.0,73.79,4.0,1.0,10846.0,4487.0,426.0,1693.0,0.0,4240.0
38223,0,1,2011,5,2501.0,294.0,106.58,7.95,94.56,0.0,84.91,10.0,2.0,17932.0,7790.0,818.0,3910.0,0.0,5414.0
38226,0,1,2017,8,2501.0,345.0,81.22,10.66,160.00,1.0,92.11,1.0,1.0,15282.0,5002.0,376.0,5352.0,29.0,4523.0
38243,0,1,2008,7,250.0,67.0,23.77,2.63,23.47,0.0,17.13,13.0,0.0,4915.0,1368.0,227.0,1798.0,0.0,1522.0
38249,0,1,2009,10,250.0,50.0,8.53,1.99,21.88,0.0,17.61,1.0,0.0,2007.0,363.0,123.0,579.0,0.0,942.0
38254,0,1,2011,4,250.0,37.0,15.08,0.99,13.02,0.0,7.91,1.0,0.0,2324.0,1021.0,68.0,616.0,0.0,619.0
38258,0,1,2013,8,250.0,35.0,17.12,1.38,4.40,0.0,12.10,0.0,0.0,1545.0,729.0,67.0,259.0,0.0,490.0
38264,0,1,2016,2,250.0,68.0,17.80,1.46,38.15,0.0,10.58,0.0,0.0,3268.0,1096.0,336.0,1276.0,0.0,560.0
38266,0,1,2017,1,250.0,40.0,21.04,4.29,5.82,0.0,8.85,3.0,3.0,3165.0,1727.0,430.0,251.0,0.0,757.0
38361,0,1,2015,9,2498.0,345.0,82.24,8.27,185.19,0.0,69.30,0.0,2.0,18215.0,7479.0,333.0,5790.0,0.0,4613.0
38375,0,1,2011,9,2490.0,163.0,63.11,1.82,44.74,0.0,53.33,4.0,1.0,7265.0,3035.0,87.0,1234.0,0.0,2909.0
38391,0,1,2007,11,249.0,32.0,12.91,0.0,12.56,0.0,6.53,1.0,0.0,1166.0,510.0,0.0,339.0,0.0,317.0
38406,0,1,2010,2,249.0,147.0,30.84,2.5,101.92,0.0,11.74,1.0,0.0,6341.0,1630.0,270.0,3547.0,0.0,894.0
38418,0,1,2013,2,249.0,38.0,7.94,0.0,24.64,0.0,5.42,9.0,0.0,2258.0,796.0,0.0,1153.0,0.0,309.0
38420,0,1,2014,12,249.0,24.0,11.72,1.19,5.77,0.0,5.32,0.0,0.0,959.0,567.0,60.0,140.0,0.0,192.0
38422,0,1,2016,7,249.0,32.0,20.66,0.0,4.30,0.0,7.04,0.0,0.0,2246.0,1843.0,0.0,131.0,0.0,272.0
38432,0,1,2007,3,2486.0,298.0,97.14,5.14,117.19,0.0,78.53,32.0,1.0,13635.0,5874.0,325.0,3222.0,0.0,4214.0
38434,0,1,2013,12,2485.0,495.0,146.00,24.0,176.03,0.0,148.97,29.0,25.0,31696.0,10931.0,4067.0,7428.0,0.0,9270.0
38436,0,1,2015,6,2484.0,477.0,133.49,18.77,156.26,0.68,167.79,6.0,2.0,28206.0,9887.0,1554.0,5275.0,30.0,11460.0
38441,0,1,2015,6,2481.0,512.0,105.31,19.94,278.96,0.0,107.79,3.0,3.0,34922.0,8297.0,1518.0,16714.0,0.0,8393.0
38450,0,1,2004,3,248.0,53.0,14.92,0.11,28.10,0.0,9.88,3.0,0.0,1605.0,576.0,7.0,644.0,0.0,378.0
38455,0,1,2004,5,248.0,83.0,14.61,2.29,46.21,0.0,19.89,6.0,0.0,3180.0,918.0,120.0,1380.0,0.0,762.0
38479,0,1,2005,2,248.0,54.0,12.63,0.86,20.93,0.0,19.57,5.0,0.0,2520.0,840.0,41.0,642.0,0.0,997.0
38480,0,1,2005,2,248.0,49.0,11.69,1.19,21.21,0.0,14.91,0.0,1.0,1809.0,404.0,69.0,709.0,0.0,627.0
38497,0,1,2005,8,248.0,85.0,22.91,1.92,16.38,0.0,43.79,2.0,1.0,5536.0,1228.0,144.0,602.0,0.0,3562.0
38540,0,1,2008,6,248.0,59.0,13.26,0.0,27.32,0.0,18.42,9.0,2.0,4178.0,840.0,0.0,2094.0,0.0,1244.0
38563,0,1,2010,4,248.0,40.0,17.15,0.1,14.61,0.0,8.14,3.0,0.0,1875.0,895.0,12.0,538.0,0.0,430.0
38570,0,1,2010,11,248.0,46.0,21.82,1.91,9.32,0.0,12.94,2.0,0.0,1614.0,632.0,147.0,201.0,0.0,634.0
38581,0,1,2014,7,248.0,29.0,11.33,0.0,12.10,0.0,5.57,0.0,0.0,1410.0,686.0,0.0,263.0,0.0,461.0
38607,0,1,2016,12,2478.0,410.0,127.97,20.08,94.96,0.95,166.04,9.0,6.0,32534.0,10182.0,1578.0,4424.0,71.0,16279.0
38613,0,1,2013,11,2474.0,191.0,68.55,2.94,56.57,1.0,61.94,2.0,1.0,10417.0,4859.0,902.0,1544.0,175.0,2937.0
38634,0,1,2005,1,247.0,67.0,18.23,0.39,32.34,0.0,16.04,6.0,0.0,2930.0,936.0,30.0,1161.0,0.0,803.0
38639,0,1,2005,10,247.0,49.0,10.56,0.02,26.19,0.0,12.24,8.0,0.0,1858.0,560.0,1.0,747.0,0.0,550.0
38641,0,1,2005,12,247.0,59.0,16.31,1.13,15.53,0.0,26.03,1.0,1.0,2889.0,723.0,53.0,907.0,0.0,1206.0
38662,0,1,2007,10,247.0,48.0,12.11,0.0,27.43,0.0,8.46,1.0,0.0,2506.0,620.0,0.0,1256.0,0.0,630.0
38677,0,1,2009,2,247.0,54.0,12.53,0.45,36.35,0.0,4.67,0.0,2.0,2449.0,836.0,55.0,1270.0,0.0,288.0
38684,0,1,2010,10,247.0,50.0,20.20,1.0,13.72,0.0,15.08,1.0,0.0,2772.0,987.0,45.0,385.0,0.0,1355.0
38692,0,1,2013,5,247.0,30.0,14.72,0.55,7.79,0.0,6.94,0.0,0.0,1354.0,596.0,47.0,274.0,0.0,437.0
38696,0,1,2014,9,247.0,37.0,11.88,3.48,17.16,0.0,4.48,0.0,0.0,1473.0,524.0,161.0,600.0,0.0,188.0
38722,0,1,2005,5,246.0,40.0,6.62,0.1,22.30,0.0,10.98,7.0,0.0,1640.0,159.0,15.0,828.0,0.0,638.0
38724,0,1,2005,7,246.0,101.0,22.88,2.92,23.94,0.0,51.26,3.0,1.0,6483.0,1655.0,288.0,1150.0,0.0,3390.0
38726,0,1,2005,9,246.0,30.0,10.84,0.0,9.55,0.0,9.61,32.0,0.0,896.0,375.0,0.0,212.0,0.0,309.0
38741,0,1,2007,7,246.0,91.0,33.40,1.52,32.36,0.2,23.52,2.0,1.0,4164.0,1534.0,90.0,1038.0,27.0,1475.0
38745,0,1,2007,9,246.0,24.0,7.47,1.07,5.06,0.0,10.40,0.0,0.0,1239.0,237.0,71.0,180.0,0.0,751.0
38752,0,1,2009,9,246.0,38.0,10.31,2.4,11.37,0.0,13.93,4.0,0.0,1746.0,401.0,266.0,372.0,0.0,707.0
38778,0,1,2017,6,246.0,47.0,18.54,2.88,11.65,0.0,13.93,0.0,0.0,3679.0,1292.0,253.0,940.0,0.0,1194.0
38779,0,1,2006,2,2459.0,570.0,100.91,7.85,332.94,1.0,127.30,27.0,9.0,21558.0,5197.0,281.0,9797.0,83.0,6200.0
38784,0,1,2006,12,2457.0,342.0,119.71,6.27,119.58,0.0,96.44,21.0,2.0,17429.0,8221.0,244.0,3623.0,0.0,5341.0
38793,0,1,2018,1,2455.0,327.0,122.53,30.27,124.96,0.0,49.24,22.0,6.0,21413.0,8147.0,4363.0,4658.0,0.0,4245.0
38813,0,1,2006,5,245.0,35.0,10.54,0.48,13.47,0.0,10.52,1.0,1.0,1310.0,518.0,20.0,347.0,0.0,425.0
38825,0,1,2009,8,245.0,51.0,19.51,0.97,18.09,0.0,12.43,1.0,1.0,2162.0,944.0,21.0,739.0,0.0,458.0
38826,0,1,2009,9,245.0,26.0,10.25,0.36,3.86,0.0,11.53,3.0,0.0,1679.0,586.0,57.0,106.0,0.0,930.0
38843,0,1,2016,5,245.0,16.0,8.05,0.0,6.20,0.0,1.75,0.0,0.0,834.0,573.0,0.0,228.0,0.0,33.0
38844,0,1,2016,12,245.0,43.0,18.16,2.7,7.91,0.0,14.23,0.0,0.0,2594.0,1111.0,274.0,524.0,0.0,685.0
38851,0,1,2017,8,245.0,40.0,10.90,2.4,18.75,0.0,7.94,30.0,3.0,1493.0,469.0,71.0,644.0,0.0,309.0
38856,0,1,2012,11,2448.0,194.0,69.17,2.03,46.63,1.0,75.17,7.0,1.0,11430.0,5463.0,36.0,1264.0,16.0,4651.0
38861,0,1,2006,10,2445.0,434.0,132.60,6.05,179.68,0.0,115.67,14.0,1.0,21052.0,8961.0,153.0,4915.0,0.0,7023.0
38862,0,1,2007,11,2445.0,249.0,56.65,0.0,131.59,1.87,58.89,10.0,2.0,9188.0,2666.0,0.0,3552.0,93.0,2877.0
38863,0,1,2008,3,2444.0,508.0,125.94,12.16,247.09,0.0,122.80,11.0,3.0,22244.0,7871.0,746.0,7716.0,0.0,5911.0
38882,0,1,2004,12,244.0,72.0,18.27,5.29,34.68,0.0,13.76,2.0,0.0,3199.0,1050.0,318.0,1079.0,0.0,752.0
38887,0,1,2006,8,244.0,52.0,20.28,2.31,19.69,0.0,9.71,0.0,0.0,2667.0,788.0,370.0,882.0,0.0,627.0
38924,0,1,2014,8,244.0,26.0,11.55,0.0,6.74,0.0,7.70,0.0,1.0,1397.0,582.0,0.0,174.0,0.0,641.0
38926,0,1,2015,9,244.0,18.0,5.76,2.15,5.04,0.0,5.05,0.0,0.0,696.0,164.0,142.0,158.0,0.0,232.0
38928,0,1,2016,9,244.0,20.0,11.16,1.49,3.16,0.0,4.19,0.0,0.0,1102.0,443.0,211.0,111.0,0.0,337.0
38932,0,1,2006,9,2438.0,387.0,113.05,4.75,172.04,0.27,96.89,15.0,7.0,16458.0,5733.0,234.0,5585.0,38.0,4868.0
38938,0,1,2012,5,2435.0,165.0,59.93,3.98,45.82,0.0,55.27,3.0,0.0,9455.0,4275.0,125.0,1677.0,0.0,3378.0
38946,0,1,2011,4,2431.0,458.0,115.66,9.07,208.82,1.0,123.45,12.0,1.0,22307.0,7903.0,1247.0,6616.0,53.0,6488.0
38948,0,1,2015,5,2430.0,388.0,80.79,9.62,205.65,0.96,90.98,3.0,7.0,29797.0,5569.0,633.0,15549.0,26.0,8020.0
38956,0,1,2005,7,243.0,93.0,18.01,5.55,29.54,0.0,39.90,14.0,2.0,6479.0,1872.0,278.0,1281.0,0.0,3048.0
38958,0,1,2005,8,243.0,94.0,19.11,1.89,34.60,0.0,38.40,11.0,0.0,5820.0,1235.0,82.0,1503.0,0.0,3000.0
38971,0,1,2007,5,243.0,30.0,9.64,0.2,15.05,0.0,5.11,2.0,0.0,1107.0,450.0,11.0,444.0,0.0,202.0
38985,0,1,2009,10,243.0,45.0,8.91,1.55,14.01,0.0,20.53,0.0,0.0,1771.0,218.0,81.0,487.0,0.0,985.0
39018,0,1,2016,8,243.0,47.0,23.04,0.0,11.55,0.0,12.41,2.0,2.0,3469.0,2010.0,0.0,564.0,0.0,895.0
39023,0,1,2017,11,243.0,12.0,7.74,0.0,3.30,0.0,0.96,0.0,1.0,348.0,254.0,0.0,71.0,0.0,23.0
39030,0,1,2011,11,2428.0,228.0,72.86,1.86,88.70,0.0,64.58,2.0,1.0,10826.0,4989.0,119.0,2355.0,0.0,3363.0
39060,0,1,2007,12,242.0,83.0,27.59,1.69,40.93,0.0,12.78,3.0,0.0,3342.0,1037.0,74.0,1288.0,0.0,943.0
39065,0,1,2008,8,242.0,40.0,11.79,0.11,13.23,0.0,14.88,2.0,0.0,2525.0,822.0,10.0,616.0,0.0,1077.0
39085,0,1,2011,2,242.0,60.0,24.98,0.17,24.68,0.0,10.17,4.0,0.0,3537.0,1400.0,10.0,968.0,0.0,1159.0
39098,0,1,2015,5,242.0,24.0,11.58,1.74,6.90,0.0,3.77,2.0,0.0,1387.0,746.0,145.0,320.0,0.0,176.0
39101,0,1,2015,7,242.0,30.0,10.21,1.13,9.42,0.0,9.24,0.0,0.0,1466.0,525.0,72.0,346.0,0.0,523.0
39104,0,1,2016,10,242.0,12.0,7.15,0.0,2.30,0.0,2.55,0.0,0.0,565.0,422.0,0.0,68.0,0.0,75.0
39106,0,1,2017,6,242.0,36.0,8.44,2.74,12.71,0.0,12.10,0.0,0.0,2412.0,425.0,345.0,696.0,0.0,946.0
39110,0,1,2007,4,2418.0,204.0,59.17,1.0,90.06,1.0,52.76,15.0,1.0,11922.0,5794.0,88.0,2625.0,46.0,3369.0
39114,0,1,2013,1,2416.0,317.0,81.96,14.4,141.66,0.71,78.27,15.0,26.0,20439.0,6507.0,1307.0,6083.0,37.0,6505.0
39117,0,1,2012,4,2411.0,132.0,42.56,2.26,34.80,0.0,52.38,4.0,0.0,6555.0,2468.0,188.0,920.0,0.0,2979.0
39121,0,1,2004,1,241.0,49.0,9.63,0.36,26.67,0.0,12.34,15.0,0.0,1688.0,411.0,14.0,618.0,0.0,645.0
39130,0,1,2005,4,241.0,42.0,14.23,0.86,16.55,0.0,10.36,8.0,0.0,1825.0,648.0,73.0,581.0,0.0,523.0
39144,0,1,2008,11,241.0,62.0,10.45,0.31,35.76,0.0,15.48,3.0,0.0,2352.0,466.0,34.0,1092.0,0.0,760.0
39163,0,1,2015,10,241.0,8.0,5.50,0.0,1.95,0.0,0.56,0.0,0.0,298.0,223.0,0.0,65.0,0.0,10.0
39165,0,1,2016,8,241.0,33.0,19.43,1.32,6.35,0.0,5.90,9.0,2.0,2564.0,1572.0,59.0,265.0,0.0,668.0
39171,0,1,2007,1,2408.0,481.0,117.25,12.38,223.83,1.48,126.06,26.0,9.0,20178.0,6401.0,707.0,7020.0,92.0,5958.0
39172,0,1,2010,5,2408.0,471.0,169.82,5.17,196.64,0.0,99.38,20.0,1.0,22677.0,10109.0,335.0,6393.0,0.0,5840.0
39187,0,1,2004,4,240.0,65.0,13.88,0.89,32.57,0.0,17.66,7.0,0.0,2189.0,735.0,38.0,796.0,0.0,620.0
39194,0,1,2004,6,240.0,82.0,14.32,1.42,35.46,0.0,30.80,2.0,1.0,5001.0,728.0,149.0,1739.0,0.0,2385.0
39210,0,1,2005,6,240.0,78.0,20.07,0.24,29.31,0.0,28.38,1.0,1.0,3080.0,963.0,8.0,859.0,0.0,1250.0
39216,0,1,2005,9,240.0,44.0,9.61,0.69,16.55,0.0,17.15,28.0,4.0,1597.0,395.0,15.0,503.0,0.0,684.0
39231,0,1,2006,7,240.0,44.0,18.08,2.96,9.78,0.0,13.19,0.0,0.0,1537.0,590.0,152.0,284.0,0.0,511.0
39261,0,1,2009,7,240.0,65.0,16.06,3.97,24.26,0.0,20.72,4.0,0.0,3701.0,1034.0,477.0,832.0,0.0,1358.0
39287,0,1,2014,10,240.0,49.0,11.65,0.49,29.11,0.0,7.75,0.0,2.0,2489.0,903.0,26.0,1285.0,0.0,275.0
